리본장어,600,바다,"6월 ~ 10월

모든 시간",3
만새기,6000,부둣가,"5월 ~ 10월

모든 시간",3
멸치,200,바다,"매월

4 AM ~ 9 PM",3
무명갈전갱이,4500,부둣가,"5월 ~ 10월

모든 시간",3
메기,800,연못,"5월 ~ 10월

4 PM ~ 9 AM",3
미꾸라지,400,강,"3월 ~ 5월

모든 시간",3
베타,2500,강,"5월 ~ 10월

9 AM ~ 4 PM",3
복어,5000,바다,"11월 ~ 2월

9 PM ~ 4 AM",3
붕어,160,강,"매월

모든 시간",3
블루길,180,강,"매월

9 AM ~ 4 PM",3
블루탱,1000,바다,"4월 ~ 9월

모든 시간",3
비단잉어,4000,연못,"매월

4 PM ~ 9 AM",3
빨판상어,1500,바다,"6월 ~ 9월

모든 시간",3
산갈치,9000,바다,"12월 ~ 5월

모든 시간",3
산천어,1000,절벽 위,"3월 ~ 6월,

9월 ~ 11월

4 PM ~ 9 AM",3
상어,15000,바다,"6월 ~ 9월

4 PM ~ 9 AM",3
송사리,300,연못,"4월 ~ 8월

모든 시간",3
실러캔스,15000,"바다

(비오는 날)","매월

모든 시간",3
"쏠배감펭

(쏨뱅이)",500,바다,"4월 ~ 11월

모든 시간",3
아로와나,10000,강,"6월 ~ 9월

4 PM ~ 9 AM",3
연어,700,하구,"9월

모든 시간",3
열목어,3800,절벽 위,"3월 ~ 6월,

9월 ~ 11월

4 PM ~ 9 AM",3
오징어,500,바다,"12월 ~ 8월

모든 시간",3
올챙이,100,연못,"3월 ~ 7월

모든 시간",3
왕연어,1800,하구,"9월

모든 시간",3
은어,900,강,"7월 ~ 9월

모든 시간",3
옐로우퍼치,300,강,"10월 ~ 3월

모든 시간",3
일본연어,15000,절벽 위,"12월 ~ 3월

4 PM ~ 9 AM",3
잉어,300,연못,"매월

모든 시간",3
엔드리케리,4000,강,"6월 ~ 9월

9 PM ~ 4 AM",3
자라,3750,강,"8월 ~ 9월

4 PM ~ 9 AM",3
전갱이,150,바다,"매월

모든 시간",3
천사어,3000,강,"5월 ~ 10월

4 PM ~ 9 AM",3
철갑상어,10000,하구,"9월 ~ 3월

모든 시간",3
청새치,10000,부둣가,"11월 ~ 4월

7월 ~ 9월

모든 시간",3
초롱아귀,2500,바다,"11월 ~ 3월

4 PM ~ 9 AM",3
큰입배스,400,강,"매월

모든 시간",3
클리오네,1000,바다,"12월 ~ 3월

모든 시간",3
톱상어,12000,바다,"6월 ~ 9월

4 PM ~ 9 AM",3
툭눈금붕어,1300,연못,"매월

9 AM ~ 4 PM",3
틸라피아,800,강,"6월 ~ 10월

모든 시간",3
피라니아,2500,강,"6월 ~ 9월

9 AM ~ 4 PM

9 PM ~ 4 AM",3
피라루쿠,10000,강,"6월 ~ 9월

4 PM ~ 9 AM",3
피라미,200,강,"매월

9 AM ~ 4 PM",3
해마,1100,바다,"4월 ~ 11월

모든 시간",3
황어,240,강,"매월

4 PM ~ 9 AM",3
흰동가리,650,바다,"4월 ~ 9월

모든 시간
[출처] 모여봐요 동물의 숲 아이템 매입 가격표|작성자 테리",3
가든일,1100,,"5월 ~ 10월

4 AM ~ 9 PM",4
가리비,1200,,"매월

모든 시간",4
굴,1100,,"9월 ~ 2월

모든 시간",4
갯가재,2500,,"매월

4 PM ~ 9 AM",4
갯민숭달팽이,600,,"매월

모든 시간",4
꽃게,2200,,"6월 ~ 11월

모든 시간",4
납작벌레,700,,"8월 ~ 9월

4 PM ~ 9 AM",4
닭새우,5000,,"10월 ~ 12월

9 PM ~ 4 AM",4
던지니스크랩,1900,,"11월 ~ 5월

모든 시간",4
대게,6000,,"11월 ~ 4월

모든 시간",4
대왕거거,15000,,"5월 ~ 9월

모든 시간",4
따개비,600,,"매월

모든 시간",4
말미잘,500,,"매월

모든 시간",4
멍게,1500,,"4월 ~ 8월

모든 시간",4
문어,1200,,"매월

모든 시간",4
미역,600,,"10월 ~ 7월

모든 시간",4
바다돼지,10000,,"11월 ~ 2월

4 PM ~ 9 AM",4
바다포도,900,,"6월 ~ 9월

모든 시간",4
바닷가재,4500,,"12월 ~ 1월, 4월 ~ 6월

모든 시간",4
반딧불오징어,1400,,"3월 ~ 6월

9 PM ~ 4 AM",4
보름달물해파리,600,,"7월 ~ 9월

모든 시간",4
보리새우,3000,,"6월 ~ 9월

4 PM ~ 9 AM",4
북쪽분홍새우,1400,,"9월 ~ 2월

4 PM ~ 9 AM",4
불가사리,500,,"매월

모든 시간",4
성게,1700,,"5월 ~ 9월

모든 시간",4
소라,1000,,"3월 ~ 5월, 9월 ~ 12월

모든 시간",4
수랑,1000,,"매월

모든 시간",4
우무문어,6000,,"3월 ~ 5월, 9월 ~ 11월

모든 시간",4
왕게,8000,,"11월 ~ 3월

모든 시간",4
앵무조개,1800,,"3월 ~ 6월

4 PM ~ 9 AM",4
연필성게,2000,,"5월 ~ 9월

4 PM ~ 9 AM",4
자이언트 이소포드,12000,,"7월 ~ 10월

9 AM ~ 4 PM,

9 PM ~ 4 AM",4
전복,2000,,"6월 ~ 1월

4 PM ~ 9 AM",4
지중해담치,1500,,"6월 ~ 12월

모든 시간",4
진주,10000,,​,4
진주조개,2800,,"매월

모든 시간",4
키다리게,12000,,"3월 ~ 4월

모든 시간",4
투구게,2500,,"7월 ~ 9월

9 PM ~ 4 AM",4
해로동혈,5000,,"10월 ~ 2월

모든 시간",4
해삼,500,,"11월 ~ 4월

모든 시간",4
흡혈오징어,10000,,"5월 ~ 8월

4 PM ~ 9 AM",4
